년도,지점명칭,목적,지목,지역,면적(제곱미터),시료깊이(m),카드뮴(mg_kg),구리(mg_kg),비소(mg_kg),수은(mg_kg),납(mg_kg),6가크롬(mg_kg),아연(mg_kg),니켈(mg_kg),불소(mg_kg),유기인(mg_kg),폴리클로리네이티드비페닐(PCBs)(mg_kg),시안(mg_kg),페놀류(mg_kg),벤젠(mg_kg),톨루엔(mg_kg),에틸벤젠(mg_kg),크실렌(mg_kg),석유계총탄화수소(TPH)(mg_kg),트리클로로에틸렌(TCE)(mg_kg),테트라클로로에틸렌(PCE)(mg_kg),벤조(a)피렌(mg_kg),12디클로로에탄(mg_kg),수소이온농도(pH)
2021,구.영덕동경주유소,교통관련시설지역,주유소용지,3지역,998,심토,0.16,21.8,7.82,0,8.5,0,58.2,11.3,127,,,0,,0,0,0,0,102,0,0,,0,8.9
2021,구.영덕고속주유소,교통관련시설지역,주유소용지,3지역,2007,표토,0,8.1,5.39,0,13,0,67,6.5,297,,,0,,0,0,0,0,137,0,0,,0,8
2021,구.영덕고속주유소,교통관련시설지역,주유소용지,3지역,2007,심토,0,10.9,4.63,0,13.8,0,72.8,7.2,273,,,0,,0,0,0,0,156,0,0,,0,7.6
2021,구.황장재주유소,교통관련시설지역,주유소용지,3지역,753,표토,0,13.3,5.54,0,11.2,0,36.9,8.1,157,,,0,,0,0,0,0,111,0,0,,0,7.1
2021,구.황장재주유소,교통관련시설지역,주유소용지,3지역,753,심토,0,12.5,4.81,0,11.2,0,34.4,10.5,213,,,0,,0,0,0,0,88,0,0,,0,7.1
2021,봉기리 농경지,공장폐수 유입지역,답,1지역,191,표토,0,31,5.98,0,14.5,0,113.3,6.7,,0,,0,,,,,,,,,,,6.7
2021,청도고물상,원광석·고철 등의 보관·사용지역,대지(2지역),2지역,166,표토,0,10.9,5.68,0,9.4,0,45.9,9,,,,0,,,,,,,,,,,8.1
2021,한농농산(주),폐기물 처리 및 재활용 관련 지역,잡종지(2지역),2지역,4997,표토,0,24,6.6,0,10.5,0,65,11,,,,0,,0,0,0,0,103,0,0,,0,6.2
2021,청도청화정비,교통관련시설지역,공장용지,3지역,2567,표토,0,6.4,3.25,0,7.5,0,36.8,9.3,,,,0,,0,0,0,0,110,0,0,,0,7.4
2021,청도초등학교,어린이 놀이시설지역,학교용지,1지역,3746,표토,0.26,39.2,14.21,0,15.3,0,202.6,10.5,,,,0,,,,,,,,,,,7.8
2021,금촌리 농경지,토지개발지역,답,1지역,833,표토,0,38.4,4.25,0,10.7,0,240,11.6,132,0,,0,,,,,,,,,,,7.2
2021,개진지방산업단지,산업단지 및 공장지역,답,1지역,740,표토,0,26.5,2.31,0,8.5,0,140.2,11.6,,0,,0,,,,,,,,,,,7.1
2021,낙동자원,원광석·고철 등의 보관·사용지역,임야,2지역,163,표토,0,19.6,4.72,0.05,2.8,0,40,16.7,,,,0,,,,,,,,,,,8
2021,고령군 환경사업소,폐기물 처리 및 재활용 관련 지역,전,1지역,2180,표토,0,8.4,1.9,0,7,0,30,18.2,,0,,0,,,,,,,,,,,6.2
2021,고령군 환경사업소,폐기물 처리 및 재활용 관련 지역,전,1지역,2180,심토,0,10.4,2.35,0,10.7,0,47.9,16.4,,0,,0,,,,,,,,,,,7.1
2021,덕곡주유소,노후·방치 주유소 지역,잡종지(3지역),3지역,651,표토,0,25.3,4.33,0.09,15.5,0,95.3,8.6,188,,0,0,0.05,0,0,0,0,184,0,0,,0,7.7
2021,덕곡주유소,노후·방치 주유소 지역,잡종지(3지역),3지역,651,심토,0.13,17.5,2.33,0.08,15.4,0,96.3,8.5,173,,0,0,0.05,0,0,0,0,134,0,0,,0,7.6
2021,고령 공영주차장,교통관련시설지역,전,1지역,740,표토,0,14.9,3.18,0.06,17.1,0,81.4,20,,0,,0,,,,,,126,,,,,6.7
2021,다산상곡어린이집,어린이 놀이시설지역,대지(1지역),1지역,498,표토,0,9.3,3.41,0.09,9.8,0,80.5,17.1,,,,0,,,,,,,,,,,7.2
2021,성주일반산업단지,산업단지 및 공장지역,잡종지(2지역),2지역,10000,30,0,11.1,1.22,0,3.4,0,55.3,5.2,,,0,0,0,0,0,0,0,74,0,0,,0,7.6
2021,폐수처리장,공장폐수 유입지역,공장용지,3지역,7061,30,0,1.4,0.71,0,11.8,0,43.5,1.8,115,,0,0,0.03,0,0,0,0,63,0,0,,0,7.1
2021,2차매립장,폐기물 처리 및 재활용 관련 지역,과수원,1지역,1069,10,0,7.3,1.6,0,7.1,0,55.6,7.2,,0,,0,,,,,,,,,,,6.7
2021,2차매립장,폐기물 처리 및 재활용 관련 지역,과수원,1지역,1069,30,0,10,1.72,0.05,7.9,0,56.2,10.1,,0,,0,,,,,,,,,,,7
2021,2차매립장,폐기물 처리 및 재활용 관련 지역,대지(2지역),2지역,648,10,0,8.8,1.26,0,6.4,0,66.8,19.5,,,,0,,,,,,,,,,,7.8
2021,2차매립장,폐기물 처리 및 재활용 관련 지역,대지(2지역),2지역,648,30,0,9.2,1.31,0,5.9,0,75.4,24,,,,0,,,,,,,,,,,8.3
2021,선남초등학교,어린이 놀이시설지역,학교용지,1지역,10799,30,0,9,4.14,0,9.7,0,55.5,7.7,,,,0,,,,,,,,,,,7.9
2021,가천초등학교,어린이 놀이시설지역,학교용지,1지역,6399,20,0,18.7,1.39,0,8.2,0,60.2,4.3,,,,0,,,,,,,,,,,8.2
2021,(주)티케이케미칼합성3공장,공장폐수 유입지역,공장용지,3지역,106509,표토,0,14.6,5.92,0,25.8,0,111.4,11.8,387,,,0,0,0,0,0,0,79,0,0,,0,6.2
2021,구미하수처리장,공장폐수 유입지역,잡종지(3지역),3지역,23447,표토,0,34.2,4.2,0,10.2,0,84.9,11.8,,,,0,0,0,0,0,0,85,0,0,,0,6.9
2021,(주)엠씨테크,공장폐수 유입지역,공장용지,3지역,3469,표토,0,35.6,2.64,0,19.6,0,690.1,27.2,179,,,0,0.03,0,0,0,0,181,0,0,,0,7.5
2021,해인기업(주)구미공장,공장폐수 유입지역,공장용지,3지역,4115,표토,0,35.9,2.84,0,35.3,0,229.9,20.4,427,,,0,0,0,0,0,0,150,0,0,,0,7.5
2021,북삼매립장,폐기물 처리 및 재활용 관련 지역,답,1지역,1380,표토,0.37,18.7,4.33,0,28,0,118.6,3.4,,0,,0,,,,,,,,,,,6.7
2021,북삼매립장,폐기물 처리 및 재활용 관련 지역,답,1지역,1380,심토,0.33,19.4,3.99,0,26.4,0,115.3,3.6,,0,,0,,,,,,,,,,,6.8
2021,기산매립장,폐기물 처리 및 재활용 관련 지역,전,1지역,2509,포토,0,9.1,3.48,0,12,0,74.4,5.6,,0,,0,,,,,,,,,,,6.4
2021,기산매립장,폐기물 처리 및 재활용 관련 지역,전,1지역,2509,심토,0,10,3.35,0,11.9,0,80,5.7,,0,,0,,,,,,,,,,,6.5
2021,약목매립장,폐기물 처리 및 재활용 관련 지역,하천,2지역,14004,표토,0,11.9,3.92,0,14.4,0,90.3,6.4,,,,0,,,,,,,,,,,6
2021,약목매립장,폐기물 처리 및 재활용 관련 지역,하천,2지역,14004,심토,0,8.8,3.69,0,11,0,81.9,5.9,,,,0,,,,,,,,,,,6.6
2021,지천역,철도관련 시설 및 철도 폐침목 사용지역,철도용지,3지역,16191,표토,0,8.3,5.89,0,10.5,0,36.3,8.1,163,,,0,,,,,,94,,,0.022,,6.9
2021,북삼역,철도관련 시설 및 철도 폐침목 사용지역,철도용지,3지역,5762,표토,0,75.4,5.66,0,38.3,0,319.3,11.7,169,,,0,,,,,,168,,,0.093,,7.1
2021,왜관4공원,어린이 놀이시설지역,체육용지,2지역,2330,표토,0,26.3,5.62,0,3.5,0,72,11.7,,,,0,,,,,,,,,,,6.9
2021,제2농공단지,산업단지 및 공장지역,공장용지,3지역,8545,표토(0.05~0.1m),0,1.3,1.86,0,3.8,0,150.8,3.4,586,,,0,,0,0,0,0,80,0,0,,0,7.9
2021,개포면 매립장,폐기물 처리 및 재활용 관련 지역,잡종지(2지역),2지역,1752,표토(0.05~0.1m),0,4,2.83,0,6.3,0,90.8,5.1,,,,0,,0,0,0,0,106,0,0,,0,5.4
2021,개포면 매립장,폐기물 처리 및 재활용 관련 지역,잡종지(2지역),2지역,1752,심토(0.5~1.0m),0,3.9,2.08,0,1.6,0,86,4.2,,,,0,,0,0,0,0,86,0,0,,0,6.1
2021,감천주유소,노후·방치 주유소 지역,잡종지(3지역),3지역,751,표토(0.05~0.1m),0,8.3,2.63,0,5.6,0,152.1,5.3,,,,0,,0,0,0,0,87,0,0,,0,6.6
2021,감천주유소,노후·방치 주유소 지역,잡종지(3지역),3지역,751,심토(0.5~1.0m),0,2.7,1.35,0,2.7,0,86.5,2.4,,,,0,,0,0,0,0,91,0,0,,0,7.5
2021,예천역,철도관련 시설 및 철도 폐침목 사용지역,철도용지,3지역,5390,표토(0.05~0.1m),0,13.4,4.84,0,16.2,0,94.1,9.3,336,,,0,,,,,,78,,,0.048,,8.3
2021,농공단지 인근 밭,산업단지 주변 등의 주거지역,답,1지역,2494,표토(0.05~0.1m),0,24.4,5.26,0,7.6,0,180,10.2,,0,,0,,,,,,,,,,,7.6
2021,아롱다롱어린이집,어린이 놀이시설지역,대지(1지역),[어린이놀이시설(실외설치)] 1지역,588,표토(0.05~0.1m),0,5.7,3.46,0,6.5,0,67.7,5.9,,,,0,,,,,,,,,,,7.6
2021,봉화군생활폐기물종합위생처리장,폐기물 처리 및 재활용 관련 지역,답,1지역,4545,표토,0,13.4,3.68,0.09,14.3,0,121.4,2.3,,0,,0,,,,,,,,,,,8
2021,봉화군생활폐기물종합위생처리장,폐기물 처리 및 재활용 관련 지역,답,1지역,4545,심토,0,15,3.34,0.07,17,0,118.1,2.6,,0,,0,,,,,,,,,,,7.7
2021,금봉매립장,폐기물 처리 및 재활용 관련 지역,전,1지역,493,표토,0,12.1,2.64,0,13.1,0,113.7,2.4,,0,,0,,,,,,,,,,,6.8
2021,금봉매립장,폐기물 처리 및 재활용 관련 지역,전,1지역,493,심토,0,15.9,2.99,0,13.7,0,120.4,2,,0,,0,,,,,,,,,,,6.8
2021,봉화정비공장,교통관련시설지역,답,1지역,6049,표토,0,25.1,2.41,0,13.5,0,127.9,1.8,,0,,0,,,,,,,,,,,6.8
2021,다덕주유소,노후·방치 주유소 지역,과수원,1지역,2187,표토,0,2.2,2.66,0,9.7,0,141,2.8,,0,,0,,0,1.2,0,0,80,0,0,,0,7.2
2021,다덕주유소,노후·방치 주유소 지역,과수원,1지역,2187,심토,0,2.5,5.15,0,9.4,0,104.6,2.6,,0,,0,,0,1.4,0,0,68,0,0,,0,7.3
2021,현동역,철도관련 시설 및 철도 폐침목 사용지역,전,1지역,499,표토,0.4,46,19.02,0.15,32.4,0,232.2,25.9,,0,,0,,,,,,87,,,0.019,,7.2
2021,봉화은어송이공원,어린이 놀이시설지역,답,1지역,6170,표토,0,11.7,3.44,0,17.3,0,139.2,3.9,,0,,0,,,,,,,,,,,7.2
2021,나곡매립장,폐기물 처리 및 재활용 관련 지역,답,1지역,3388,표토,0,3,4.05,0.19,12.7,0,57.3,2.8,,0,,0,,,,,,,,,,,7.7
2021,나곡매립장,폐기물 처리 및 재활용 관련 지역,답,1지역,3388,심토,0,1.5,3.64,0.14,13.2,0,57.7,2.8,,0,,0,,,,,,,,,,,7.2
2021,대원종합정비,교통관련시설지역,답,1지역,1765,표토,0,6.5,7.77,0.65,20.1,0,78.1,11.3,,0,,0,,,,,,,,,,,8
2021,울진폐차장,교통관련시설지역,답,1지역,701,표토,0,2.1,4.09,0.26,15.4,0,22.6,2.9,,0,,0,,,,,,,,,,,6.3
2021,한동주유소,노후·방치 주유소 지역,주유소용지,3지역,1488,표토,0,20.8,8.97,0.11,21,0,73.1,20.7,320,,,0,0,0,0,0,0,99,0,0,,0,7.5
2021,한동주유소,노후·방치 주유소 지역,주유소용지,3지역,1488,심토,0,16.9,17.84,0.08,16.5,0,76.6,19.1,340,,,0,0,0,0,0,0,89,0,0,,0,7.5
2021,엑스포공원,어린이 놀이시설지역,공원용지,1지역,18696,표토,0.2,23.1,14.18,0.18,11.3,0,73.5,10.1,,,,0,,,,,,,,,,,6.4
2021,후포면어린이공원,어린이 놀이시설지역,전,1지역,755,표토,0.13,22.4,8.77,0.1,19.9,0,124.5,30.6,,0,,0,,,,,,,,,,,6.9
2021,우정산업㈜,산업단지 및 공장지역,잡종지(3지역),3지역,1240,표토(이중시료),0.5,56.5,7.54,0,36.6,0,217.8,7.6,286,,,0,0,0,0,0,0,104,0,0,,0,7.4
2021,울릉군생활폐기물처리시설,폐기물 처리 및 재활용 관련 지역,전,1지역,7496,표토,0,38.3,2.48,0.1,6,0,90.9,17.1,,0,,0,,,,,,,,,,,6.7
2021,울릉군생활폐기물처리시설,폐기물 처리 및 재활용 관련 지역,전,1지역,7496,심토채취(15 ~30cm),0,38.8,2.37,0.09,6.7,0,88.6,15.9,,0,,0,,,,,,,,,,,6.3
2021,울릉서비스,교통관련시설지역,전,1지역,1049,표토,0,25.8,3.19,0.2,15.9,0,196,9.9,,0,,0,,,,,,,,,,,7.6
2021,(주)제이테크,산업단지 및 공장지역,공장용지,3지역,3331.4,표토,2.13,14.1,0,0,8.4,0,42.1,10.2,0,0,0,0,0,0,0.3,0,0,0,0.9,0,,0,5.4
2021,동서식품(주)창원공장,산업단지 및 공장지역,공장용지,3지역,54499,표토,2.75,30.7,0,0,21.1,0,88.9,7.2,86,0,0,0,0,0,0.5,0,0,0,1.7,0,,0,6.7
2021,르노삼성자동차,교통관련시설지역,대지(2지역),2지역,5875,표토,2.49,53.4,2.9,0.03,79.9,0,171.6,10.9,123,,,0,,,,,,,,,,,5.4
2021,창원중앙역,철도관련 시설 및 철도 폐침목 사용지역,유지,2지역,2202,표토,3.07,23.7,3,0,15.7,0,79.7,21.3,,0,0,,,0,0,0,0,0,0,0,0,0,6.1
2021,소망어린이공원,어린이 놀이시설지역,공원용지,1지역,1596,표토,2.17,26.2,0,0,18.5,0,89.2,9.6,144,,,0,,,,,,,,,,,6.7
2021,볼보그룹코리아(주),산업단지 및 공장지역,공장용지,3지역,460824.4,표토,2.77,19.3,6.3,0,28.7,0,110.4,9.1,70,0,0,0,0,0,0,0,0,0,0,0,,0,7
2021,한국지엠(주),산업단지 및 공장지역,공장용지,3지역,77939.3,표토,3.47,36.7,1.9,0,36,0,205.3,7.5,66,0,0,0,0,0,0,0,0,0,0.3,0,,0,7
2021,내동초등학교,어린이 놀이시설지역,학교용지,1지역,14913,표토,2.61,13.3,0,0,18,0,69.5,2.5,48,,,0,,,,,,,,,,,7.3
2021,대방초등학교,어린이 놀이시설지역,학교용지,1지역,15790,표토,2.98,74,1.94,0,20.3,0,125.2,2.1,57,,,0,,,,,,,,,,,6.4
2021,대암초등학교,어린이 놀이시설지역,학교용지,1지역,15968.5,표토,1.73,15.4,3.07,0,13.1,0,56.8,4.8,52,,,0,,,,,,,,,,,9
2021,학산농장,사고·민원 등 발생지역,답,1지역,1613,표토,2.4,90.3,6,0.06,21.1,0,126.5,14,162,,0,0,0,0,0.3,0,0,0,2.3,0,,0,5.6
2021,완월초등학교,어린이 놀이시설지역,학교용지,1지역,14111,표토,2.36,11.2,2.13,0,21.2,0,74.6,4.4,194,,,0,,,,,,,,,,,7.6
2021,마산시립어린이집,어린이 놀이시설지역,대지(1지역),1지역,285.5,표토,3.32,48.5,4.97,0,30.7,0,169.8,5,159,,,0,,,,,,,,,,,6.6
2021,마산조각공원,토지개발지역,공원용지,1지역,11735.1,표토,2.14,71.9,3.39,0,8.9,0,44.8,4.6,142,,,0,,,,,,,,,,,6.3
2021,공원,토지개발지역,공원용지,1지역,4531,표토,3.51,13.5,0,0,19.4,0,98.4,7.9,291,,,0,,,,,,,,,,,5.5
2021,고려애자공업(주),산업단지 및 공장지역,공장용지,3지역,52311.8,표토,2.16,42.5,5.29,0.01,23,0,162.9,11.1,214,0,0,0.3,0,0,0,0,0,0,0,0,,0,7.4
2021,하이트진로(주)마산공장,산업단지 및 공장지역,공장용지,3지역,30696,표토,1.71,13.6,2.18,0,9.7,0,49.6,7.5,53,0,0,0,0,0,0,0,0,0,0.4,0,,0,6.8
2021,감천초등학교,어린이 놀이시설지역,학교용지,1지역,10145,표토,2.13,22.8,6.45,0.01,18.9,0,99.6,10.9,146,,,0,,,,,,,,,,,6.6
2021,호계초등학교,어린이 놀이시설지역,학교용지,1지역,12430,표토,2.36,53.9,2.63,0,15.9,0,73.9,8.2,77,,,0,,,,,,,,,,,6.7
2021,안계초등학교,어린이 놀이시설지역,학교용지,1지역,11090.3,표토,1.92,64.8,0,0,9.8,0,78.2,3.3,236,,,0,,,,,,,,,,,6.7
2021,태영버스,교통관련시설지역,대지(2지역),2지역,1118,표토,3.06,61.5,4.89,0.01,212.1,0,571.1,16.3,203,,,0,,,,,,,,,,,5.1
2021,진해역,철도관련 시설 및 철도 폐침목 사용지역,철도용지,3지역,21958,표토,2.03,39,6.22,0.04,62.9,0,141.7,4.9,,0,0,,,0,0,0,0,0,0.3,0,0.222,0,6
2021,동부초등학교,어린이 놀이시설지역,학교용지,1지역,23125,표토,1.03,6.9,0,0,8.8,0,33.9,2.6,166,,,0,,,,,,,,,,,6.4
2021,제황초등학교,어린이 놀이시설지역,학교용지,1지역,16641,표토,2.16,32.3,2.12,0,16.4,0,67.5,2.6,163,,,0,,,,,,,,,,,8.2
2021,자은초등학교,어린이 놀이시설지역,학교용지,1지역,13390,표토,1.99,5.1,0,0,42,0,78.1,2.5,49,,,0,,,,,,,,,,,8.1
2021,무림페이퍼(주),산업단지 및 공장지역,공장용지,3지역,78821,표토,1.57,12,3.17,0,10.3,0,95.5,11.9,327,0,0,0,0,0,0.3,0,0,0,1,0,,0,6.5
2021,하이트진로산업(주) 진주공장,산업단지 및 공장지역,공장용지,3지역,31340,표토,1.22,9.3,2.97,0,10.8,0,63.9,10.8,452,0,0,0,0,0,0,0,0,0,0.2,0,,0,7.1
2021,무림파워텍(주),산업단지 및 공장지역,공장용지,3지역,6741,표토,1.37,11.4,2.82,0,7.9,0,64.6,9.6,457,0,0,0,0,0,0,0,0,0,0,0,,0,7.9
2021,아이에스동서(주) 진주지점,산업단지 및 공장지역,공장용지,3지역,98502,표토,1.12,10.5,2.69,0,11.7,0,61.8,9,350,0,0,0,0,0,3.5,0.2,0.4,0,8.9,0,,0,6.3
2021,정촌 공공폐수처리시설,공장폐수 유입지역,잡종지(3지역),3지역,14332,표토,1.72,7.6,4.24,0,11.1,0,42.9,8.4,101,,,0,,,,,,,0.1,0,,0,7
2021,상평폐수종말처리장,공장폐수 유입지역,대지(2지역),2지역,22857,표토,1.72,17,3,0.01,14.8,0,81.8,17.4,387,,,0,,,,,,,1,0,,0,7.2
2021,삼삼환경(주),폐기물 처리 및 재활용 관련 지역,잡종지(3지역),3지역,16588,표토,1.29,7.1,3.83,0,10.7,0,40.8,12.2,143,0,0,0,0,0,0.2,0,0,0,0.4,0,,0,9
2021,동건환경(주),폐기물 처리 및 재활용 관련 지역,잡종지(3지역),3지역,9151,표토,1.72,10.7,3.57,0,15,0,60,11.8,181,0,0,0,0,0,0,0,0,0,0,0,,0,7.7
2021,금성주유소,노후·방치 주유소 지역,주유소용지,3지역,1101,표토,,,,,,,,,,,,,,0,0.1,0,0,0,0.5,0,,0,6.2
2021,금성주유소,노후·방치 주유소 지역,주유소용지,3지역,1101,심토,,,,,,,,,,,,,,0,0.2,0,0,0,0.7,0,,0,7
2021,동국강변타워2차,산업단지 주변 등의 주거지역,대지(1지역),1지역,4848.8,표토,1.41,18.5,2.94,0,11.3,0,99,13,305,,,0,,,,,,,0.2,0,,0,7.9
2021,법송단지 주변,산업단지 및 공장지역,잡종지(3지역),3지역,6846,표토,2.34,9,2.47,0,7.4,0,52.3,5.7,104,0,0,0,0,0,0,0,0,0,0,0,,0,5.5
2021,안정공단폐수처리사업소 주변,공장폐수 유입지역,임야,2지역,25600.4,표토,2.45,10.1,2.12,0,7.9,0,52.7,5.9,304,,,0,,,,,,,0,0,,0,5.7
2021,고신고물상 주변,원광석·고철 등의 보관·사용지역,도로,3지역,1314,표토,2.83,17.6,3.65,0,9,0,82,8.9,88,,,0,,,,,,,,,,,6.1
2021,통영폐차장 주변,원광석·고철 등의 보관·사용지역,도로,3지역,294,표토,1.57,11.9,15.5,0,21.8,0,69.2,4.9,200,,,0,,,,,,,,,,,7.1
2021,정량철공단지 주변,금속제련소 지역,잡종지(3지역),3지역,62.1,표토,1.17,20.4,12.17,0,31.7,0,52.8,4.7,329,,,0,,,,,,,,,,,6.4
2021,세자트라숲 주차장,교통관련시설지역,대지(2지역),2지역,7620,표토,1.82,18.9,8.56,0,49.7,0,71.2,7.2,97,,,0,,,,,,,,,,,7.6
2021,이순신공원 주차장,교통관련시설지역,잡종지(3지역),3지역,3275,표토,2.5,82.4,2.36,0,6.9,0,140.8,16.8,40,,,0,,,,,,,,,,,7
2021,법송주유소 폐쇄부지,노후·방치 주유소 지역,주유소용지,3지역,908,표토,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,7.7
2021,법송주유소 폐쇄부지,노후·방치 주유소 지역,주유소용지,3지역,908,중토,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,7.3
2021,법송주유소 폐쇄부지,노후·방치 주유소 지역,주유소용지,3지역,908,심토,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,6.8
2021,어린이놀이터(무전동 1064),어린이 놀이시설지역,공원용지,[어린이놀이시설(실외설치)] 1지역,2210.7,표토,2.39,15.4,8.02,0,14.7,0,66.4,10.9,122,,,0,,,,,,,,,,,7.6
2021,어린이놀이터(정량동 604),어린이 놀이시설지역,전,1지역,12366,표토,1.73,13.1,19.42,0,113.3,0,35.6,5.7,30,,,0,,,,,,,,,,,5.8
2021,사남농공단지,산업단지 및 공장지역,공장용지,3지역,35287,표토,2.03,23,9.69,0.02,21.9,0,81.1,19.4,200,0,0,0,0,0,0,0,0,0,0.2,0,,0,7.2
2021,종포일반산업단지,산업단지 및 공장지역,공장용지,3지역,15783,표토,1.62,9.3,10.56,0,12.9,0,45.7,11.2,247,0,0,0,0,0,0.2,0,0,0,0.6,0,,0,6
2021,사천일반산업단지공공폐수처리시설,공장폐수 유입지역,대지(2지역),2지역,16897,표토,1.75,17.1,6.25,0.01,15.6,0,89.2,21.6,162,,,0,,,,,,,0.6,0,,0,7.7
2021,사등쓰레기매립장,폐기물 처리 및 재활용 관련 지역,잡종지(2지역),2지역,6297,표토,2.14,23,4.91,0.01,14.8,0,63,9.1,133,0,0,0,0,0,0.2,0,0,0,0.7,0,,0,8.4
2021,사등쓰레기매립장,폐기물 처리 및 재활용 관련 지역,잡종지(2지역),2지역,6297,심토,1.98,10.2,6.67,0.02,14.3,0,31.8,9,160,0,0,0,0,0,0.1,0,0,0,0.3,0,,0,8.4
2021,곤양버스터미널,교통관련시설지역,주차장,3지역,335,표토,1.44,21.1,5.28,0.06,17.6,0,90.8,12.1,153,,,0,,,,,,,,,,,8.5
2021,팔도폐차장,교통관련시설지역,잡종지(2지역),2지역,2940,표토,1.58,12.2,4.42,0,11.9,0,36.4,19.9,281,,,0,,,,,,,,,,,8.7
2021,진사주공아파트,산업단지 주변 등의 주거지역,대지(1지역),1지역,37025,표토,1.85,20.9,8.46,0.02,23.5,0,117.1,22.7,309,,,0,,,,,,,3.9,0,,0.1,7.6
2021,사남초등학교,어린이 놀이시설지역,학교용지,1지역,15629,표토,0.58,3.7,0,0,33,0,33,2.4,216,,,0,,,,,,,,,,,8.4
2021,곤양초등학교,어린이 놀이시설지역,학교용지,1지역,20391,표토,1.72,15.2,9.09,0.04,17,0,55.4,10.2,261,,,0,,,,,,,,,,,6.5
2021,대룡종합건설(주)대지조성사업,토지개발지역,임야,2지역,23722,표토,1.59,12.2,4.53,0,11.9,0,36.5,20,391,,,0,,,,,,,,,,,8.1
2021,이노비즈밸리 일반산업단지 옆,산업단지 및 공장지역,공원용지,1지역,6103.9,표토,0.17,25.4,2.6,0,10.5,0,80.8,5.1,73,0,0,0,0,0,0,0,0,0,0,0,,0,7
2021,금창경판 옆,산업단지 및 공장지역,공원용지,1지역,5736.1,표토,0.27,26.1,4.22,0.01,23.9,0,110.3,9.9,68,0,0,0,0,0,0,0,0,0,0,0,,0,8.7
2021,가야크레인 앞,공장폐수 유입지역,도로,3지역,2089,표토,0.62,105.7,11.72,0.02,87.6,0,325.1,16.2,70,,,0,,,,,,,0,0,,0,8
2021,본산1소류지,원광석·고철 등의 보관·사용지역,유지,2지역,3696,표토,0.35,25.2,10.19,0.02,25.5,0,98.1,5.8,0,,,0,,,,,,,0,0,,0,7.8
2021,한국정밀공업 옆,지하수 오염지역,답,1지역,2315,표토,0.16,14.9,4.55,0,21.8,0,62.5,3.1,204,0,0,0,0,0,0,0,0,0,0,0,,0,7.1
2021,한국정밀공업 옆,지하수 오염지역,답,1지역,2315,심토,0.1,5.8,4.18,0,19.6,0,51.6,2.3,64,0,0,0,0,0,0,0,0,0,0,0,,0,6.9
2021,진영 자동차매매단지 뒤편,교통관련시설지역,잡종지(2지역),2지역,42551,표토,0.17,8.1,4.57,0,20,0,61.4,7.5,74,,,0,,,,,,,,,,,7.5
2021,명성유통 옆,사고·민원 등 발생지역,하천,2지역,11104,표토,0.3,30.4,18.29,0.02,39.9,0,175.4,18.7,69,0,0,0,0,0,0,0,0,58,0,0,,0,8.6
2021,주촌수변공원,어린이 놀이시설지역,답,1지역,2730,표토,0.18,5.2,6.09,0.02,28.7,0,56.8,2.7,52,,,0,,,,,,,,,,,6
2021,김해축산물공판장 건너편,토지개발지역,공장용지,3지역,29234,표토,0.18,17.3,4.47,0.02,25,0,88.2,6.1,124,,,0,,,,,,,,,,,8.8
2021,명동일반산업단지 옆,토지개발지역,공장용지,3지역,44896.8,표토,0.52,29.9,19.83,0,41.8,0,169.7,12.3,77,,,0,,,,,,,,,,,6.2
2021,춘화농공단지 (명성엔지니어링(주) 인근),산업단지 및 공장지역,임야,2지역,7841,표토,0.36,55.3,13.34,0.11,24,0,564.7,12.8,300,0,0,0,0,0,0.4,0,0,125,1,0,,0,9.3
2021,주식회사 한국카본,산업단지 및 공장지역,공장용지,3지역,17929,표토,0.33,45.1,7.81,0.02,28.6,0,121.6,16.1,0,0,0,0,0,0,0,0,0,92,0,0,,0,7.9
2021,밀양수지,공장폐수 유입지역,잡종지(2지역),2지역,781,표토,0,10,4.66,0.03,19,0,27.3,4.4,101,,,0,,,,,,,0.2,0,,0,4.9
2021,장마을,공장폐수 유입지역,공장용지,3지역,952,표토,,8.3,5.6,0.01,12.4,0,52.6,12.5,32,,,0,,,,,,,0,0,,0,7
2021,밀양 아리랑 아트센터 주차장,교통관련시설지역,답,1지역,1063,표토,0.27,42.4,17.18,0.03,22.2,0,67,15.7,0,,,0,,,,,,,,,,,3.3
2021,영남루 공영주차장,교통관련시설지역,주차장,3지역,2016,표토,0.15,10.3,7.97,0.01,17.8,0,50.8,5.9,106,,,0,,,,,,,,,,,6
2021,밀양역,철도관련 시설 및 철도 폐침목 사용지역,철도용지,3지역,3078,표토,0.2,33.8,7.37,0.02,31.6,0,62.2,10.1,,0,,,,0,0,0,0,0,0.1,0,0.109,0,8.1
2021,사포일반산업단지 내 (㈜경원 인근),어린이 놀이시설지역,공원용지,1지역,26787,표토,0.19,17.7,7.07,0.02,38.9,0,71.3,15.5,275,,,0,,,,,,,,,,,7.2
2021,어린이 교통안전교육장,어린이 놀이시설지역,체육용지,[어린이놀이시설(실외설치)] 1지역,6431,표토,0.22,26.5,14.25,0.03,19.2,0,61.3,31.2,21,,,0,,,,,,,,,,,7.2
