년도,지점명칭,목적,지목,지역,면적(제곱미터),시료깊이(m),카드뮴(mg_kg),구리(mg_kg),비소(mg_kg),수은(mg_kg),납(mg_kg),6가크롬(mg_kg),아연(mg_kg),니켈(mg_kg),불소(mg_kg),유기인(mg_kg),폴리클로리네이티드비페닐(PCBs)(mg_kg),시안(mg_kg),페놀류(mg_kg),벤젠(mg_kg),톨루엔(mg_kg),에틸벤젠(mg_kg),크실렌(mg_kg),석유계총탄화수소(TPH)(mg_kg),트리클로로에틸렌(TCE)(mg_kg),테트라클로로에틸렌(PCE)(mg_kg),벤조(a)피렌(mg_kg),12디클로로에탄(mg_kg),수소이온농도(pH)
2021,영남택시㈜,교통관련시설지역,대지(2지역),2지역,1314.4,표토,1.33,18.9,5.35,0.07,26.7,0,140.9,5.4,,,,,,0,0,0,0,200,,,,,8.8
2021,파랑새공원,어린이 놀이시설지역,공원용지,[어린이놀이시설(실외설치)] 1지역,827.7,표토,1.78,24.8,4.35,0.07,30.1,0,128.6,5.2,,,,,,,,,,,,,,,8.3
2021,널구지공원,어린이 놀이시설지역,공원용지,[어린이놀이시설(실외설치)] 1지역,1325,표토,0.95,12.8,5.76,0.7,19.4,0,104.8,9.9,,,,,,,,,,,,,,,8.5
2021,벽산페인트(주)부산공장,공장폐수 유입지역,공장용지,3지역,16578.8,표토,1.34,19.1,2.62,0.05,28.2,0,65.8,4.3,,,,,,0,0,0,0,119,,,,,7.9
2021,벽산페인트(주)부산공장,공장폐수 유입지역,공장용지,3지역,16578.8,중간토,1.08,9.7,4.6,0.13,26.2,0,103.9,6.5,,,,,,0,0,0,0,58,,,,,8.1
2021,벽산페인트(주)부산공장,공장폐수 유입지역,공장용지,3지역,16578.8,심토,1.16,9.8,4.38,0.11,23.9,0,69.2,9.4,,,,,,0,0,0,1,103,,,,,6.8
2021,신라에스지㈜부산공장,공장폐수 유입지역,공장용지,3지역,5966.6,표토,1.91,22.4,5.09,0.12,20.8,0,94.4,20.8,,,,,0,,,,,,,,,,8.2
2021,신라에스지㈜부산공장,공장폐수 유입지역,공장용지,3지역,5966.6,중간토,1.78,46.4,5.43,0.07,20.9,0,92.2,31.6,,,,,0,,,,,,,,,,8.1
2021,신라에스지㈜부산공장,공장폐수 유입지역,공장용지,3지역,5966.6,심토,1.27,15.4,5.94,0.18,18.6,0,78.4,17.1,,,,,0,,,,,,,,,,7.1
2021,㈜농심 부산공장,공장폐수 유입지역,공장용지,3지역,25761,표토,1.17,17.5,5.34,0.09,23.4,0,175.9,8.7,,,,,0,,,,,,,,,,8.5
2021,㈜농심 부산공장,공장폐수 유입지역,공장용지,3지역,25761,중간토,1.14,13.4,5.69,0.18,18,0,75.5,12.7,,,,,0,,,,,,,,,,7.8
2021,㈜농심 부산공장,공장폐수 유입지역,공장용지,3지역,25761,심토,1.21,10.9,5.73,0.09,15.2,0,62,13.5,,,,,0,,,,,,,,,,7.3
2021,㈜지오에너지공동구매 세원주유소,노후·방치 주유소 지역,공장용지,3지역,692.9,표토,0.88,20.5,3.72,0.16,25.5,0,112.7,7.8,,,,,,0,0,0,0,362,,,,,8.5
2021,㈜지오에너지공동구매 세원주유소,노후·방치 주유소 지역,공장용지,3지역,692.9,중간토,1.41,37.9,7.02,0.13,26.1,0,143.1,7.7,,,,,,0,0,0,0,305,,,,,8.3
2021,㈜지오에너지공동구매 세원주유소,노후·방치 주유소 지역,공장용지,3지역,692.9,심토,0.75,6,8.06,0.13,18.3,0,98.3,55.8,,,,,,0,0.1,0,0,317,,,,,8.2
2021,제이와이비젼㈜명성주유소,노후·방치 주유소 지역,주유소용지,3지역,835.1,표토,1.76,40.8,5.37,0.09,33.9,0,142.1,9.8,,,,,,0,0.1,0,0,523,,,,,8.6
2021,제이와이비젼㈜명성주유소,노후·방치 주유소 지역,주유소용지,3지역,835.1,중간토,1.47,47.7,6.78,0.07,41.4,0,171.9,11.9,,,,,,0,0,0,0,603,,,,,8.5
2021,제이와이비젼㈜명성주유소,노후·방치 주유소 지역,주유소용지,3지역,835.1,심토,1.16,7.3,4.78,0.03,11,0,37.3,3.5,,,,,,0,0.1,0,0,446,,,,,8.6
2021,가락타운주유소,노후·방치 주유소 지역,주유소용지,3지역,420,표토,1.58,30.2,3.35,0.02,17.4,0,72.7,5.1,,,,,,0,0,0,0,117,,,,,9
2021,가락타운주유소,노후·방치 주유소 지역,주유소용지,3지역,420,중간토,1.46,22.6,2.45,0.08,10.2,0,65.8,11.8,,,,,,0,0,0,0,90,,,,,8.1
2021,가락타운주유소,노후·방치 주유소 지역,주유소용지,3지역,420,심토,2.1,48.2,2.39,0.06,11.4,0,75.8,9.3,,,,,,0,0,0,0,111,,,,,7.8
2021,창날공원,어린이 놀이시설지역,공원용지,[어린이놀이시설(실외설치)] 1지역,1689.9,표토,0.91,10.2,1.97,0.07,19.9,0,81.7,6.5,,,,,,,,,,,,,,,7
2021,모라백양공원,어린이 놀이시설지역,공원용지,[어린이놀이시설(실외설치)] 1지역,2404.1,표토,1.13,50.5,1.71,0.1,15.1,0,93.1,4.9,,,,,,,,,,,,,,,7.3
2021,학진초등학교,어린이 놀이시설지역,학교용지,[어린이놀이시설(실외설치)] 1지역,10710,표토,1.29,3.3,2.56,0.04,31.2,0,101.5,1.5,,,,,,,,,,,,,,,7.7
2021,모라초등학교,어린이 놀이시설지역,학교용지,[어린이놀이시설(실외설치)] 1지역,15124.6,표토,1.15,10.9,4.17,0,16.1,0,74.3,12.2,,,,,,,,,,,,,,,7.5
2021,감전초등학교,어린이 놀이시설지역,학교용지,[어린이놀이시설(실외설치)] 1지역,9825.5,표토,0.92,8.4,4.07,0.05,11.6,0,55.2,7.4,,,,,,,,,,,,,,,7.8
2021,덕포초등학교,어린이 놀이시설지역,학교용지,[어린이놀이시설(실외설치)] 1지역,8341.4,표토,1.43,8.4,1.45,0.12,28,0,96.7,3.6,,,,,,,,,,,,,,,8.8
2021,서감초등학교,어린이 놀이시설지역,학교용지,[어린이놀이시설(실외설치)] 1지역,10961.3,표토,1.18,34,2.85,0.47,31.9,0,217.1,14.3,,,,,,,,,,,,,,,7.7
2021,고려제강(주)하이로프공장,공장폐수 유입지역,공장용지,3지역,61501,표토,1.26,12.8,4.22,0,17.6,0,70.4,2.8,366,0,0,0,0,0,0.1,0,0,308,0,0,,0,7.3
2021,(주)디케이오스텍,공장폐수 유입지역,공장용지,3지역,10337,표토,1.8,38.8,5.67,0.06,91.5,0,210.4,14.1,207,0,0,0,0,0,0.1,0,0,250,0,0,,0,6.7
2021,부산정관에너지(주),공장폐수 유입지역,잡종지(3지역),3지역,30238,표토,1.59,21.4,14.52,0.03,21.6,0,117.2,16.3,278,0,0,0,0,0.1,0.1,0,0,202,0,0,,0,7.6
2021,(주)융강상사,원광석·고철 등의 보관·사용지역,잡종지(3지역),3지역,1812,표토,1.96,51.2,9.96,0,79,0,174.7,10,343,0,0,0,0,0,0.1,0,0,351,0,0,,0,8.6
2021,삼표기초소재(주),원광석·고철 등의 보관·사용지역,답,1지역,373,표토,1.36,12.5,8.34,0,29.4,0,77.1,7,365,0,0,0,0,0,0,0,0,129,0,0,,0,8.7
2021,삼표기초소재(주),원광석·고철 등의 보관·사용지역,답,1지역,373,중간토,1.63,28.2,13.27,0.01,24.6,0,91.1,9.3,262,0,0,0,0,0,0.1,0,0,127,0,0,,0,8.1
2021,삼표기초소재(주),원광석·고철 등의 보관·사용지역,답,1지역,373,심토,2.05,35.8,11.82,0.02,23.4,0,103.9,18.4,183,0,0,0,0,0,0,0,0,146,0,0,,0,7.7
2021,기장골재건재,원광석·고철 등의 보관·사용지역,잡종지(2지역),2지역,916,표토,1.93,24,7.6,0.01,31.2,0,98.7,27.9,197,0,0,0,0,0,0,0,0,129,0,0,,0,6.3
2021,기장골재건재,원광석·고철 등의 보관·사용지역,잡종지(2지역),2지역,916,중간토,1.52,25.1,4.89,0.01,20.3,0,70.4,22.8,196,0,0,0,0,0,0,0,0,0,0,0,,0,5.2
2021,기장골재건재,원광석·고철 등의 보관·사용지역,잡종지(2지역),2지역,916,심토,1.46,15,5.12,0,18.8,0,61,26.9,167,0,0,0,0,0,0.1,0,0,174,0,0,,0,5.2
2021,(주)성화그린,폐기물 처리 및 재활용 관련 지역,대지(2지역),2지역,3821,표토,1.81,28,12.34,0.02,29.1,0,104.4,26.6,208,0,0,0,0,0,0,0,0,129,0,0,,0,6.7
2021,(주)성화그린,폐기물 처리 및 재활용 관련 지역,대지(2지역),2지역,3821,중간토,1.88,24.5,13.34,0.03,32.3,0,100.2,25.6,199,0,0,0,0,0,0,0,0,247,0,0,,0,6.4
2021,(주)성화그린,폐기물 처리 및 재활용 관련 지역,대지(2지역),2지역,3821,심토,1.83,36,12.22,0.03,38.3,0,122.9,26.2,170,0,0,0,0,0,0,0,0,354,0,0,,0,6.2
2021,신천리 노외 공영주차장,교통관련시설지역,주차장,3지역,4670,표토,2.63,29.2,6.64,0,45.9,0,162.9,9.8,274,0,0,0,0,0,0,0,0,119,0,0,,0,8.2
2021,우정공원,어린이 놀이시설지역,공원용지,1지역,1506.1,표토,2,25.3,8.17,0.07,20.9,0,86.7,9.4,,,,,,,,,,,,,,,7.2
2021,통일공원,어린이 놀이시설지역,공원용지,1지역,1531.2,표토,2.06,39.4,11.2,0.16,38.2,0,162,12.6,,,,,,,,,,,,,,,7.7
2021,얼레어린이공원,어린이 놀이시설지역,공원용지,1지역,5427.3,표토,1.78,11.4,18.19,0.09,28.6,0,107.2,7.5,,,,,,,,,,,,,,,7
2021,진달래공원,어린이 놀이시설지역,공원용지,1지역,1992.4,표토,1.78,23.8,3.36,0.01,16.5,0,75.7,10.9,,,,,,,,,,,,,,,6.9
2021,제1수창공원,어린이 놀이시설지역,대지(2지역),[어린이놀이시설(실외설치)] 1지역,10562.9,표토,0,6.4,0,0,6.4,0,50.5,7.8,,,,0,,,,,,,,,,,7
2021,제2수창공원,어린이 놀이시설지역,대지(2지역),[어린이놀이시설(실외설치)] 1지역,4268.2,표토,0,2.5,0,0,7.4,0,33.9,2,,,,0,,,,,,,,,,,8.3
2021,대명2공원,어린이 놀이시설지역,수도용지,[어린이놀이시설(실외설치)] 1지역,19902,표토,0,15.2,0,0,9.7,0,56.3,10.9,,,,0,,,,,,,,,,,6.7
2021,들샘공원,어린이 놀이시설지역,대지(1지역),1지역,151,표토,0,13.4,4.43,0.02,23.6,0,53.4,7.9,,,,0,,,,,,,,,,,6
2021,대불공원,어린이 놀이시설지역,임야,[어린이놀이시설(실외설치)] 1지역,18586,표토,0,6.8,5.34,0.01,23.2,0,70.6,21,,,,0,,,,,,,,,,,6.1
2021,동대구터미널주유소,노후·방치 주유소 지역,잡종지(3지역),3지역,34196,표토,0,12.3,0,0,10.8,0,124.9,8.4,,,,0,,,,,,,,,,,7.4
2021,대성에너지,공장폐수 유입지역,대지(2지역),2지역,4776.5,표토,0,12.4,3.83,0.02,18.3,0,71,6.8,,,,0,,,,,,,,,,,6.8
2021,국채보상운동기념공원,어린이 놀이시설지역,공원용지,1지역,29766.7,표토,0,15.4,2.06,0.17,15.7,0,69.3,6.8,,,,0,,,,,,,,,,,6.1
2021,2.28기념중앙공원,어린이 놀이시설지역,공원용지,1지역,11644.8,표토,0,12.1,1.57,0.05,12.1,0,40,4.6,,,,0,,,,,,,,,,,6.8
2021,씨엠에이글로벌,산업단지 및 공장지역,공장용지,3지역,4958.1,표토,0,6.2,1.79,0,11.1,0,46.9,7.1,,,,0,,0,0,0,0,,0,0,0,0,7.9
2021,대구동구 건강가정 다문화가족지원센터,산업단지 및 공장지역,대지(2지역),2지역,2579,표토,0,14.3,5.84,0.01,19.7,0,59.5,8.1,,,,0,,,,,,,,,,,6.8
2021,해맞이공원 주차장,교통관련시설지역,유원지,2지역,7836,표토,0,9.3,0,0.04,5.2,0,51.9,3.5,,,,0,,,,,,,,,,,6.5
2021,대구시립동부도서관 주차장,교통관련시설지역,대지(2지역),2지역,5048,표토,0,8.5,0,0.01,15.1,0,82.7,4.7,,,,0,,,,,,,,,,,7.5
2021,아양아트센터2주차장,교통관련시설지역,대지(2지역),2지역,25057,표토,0,2,0,0,3.3,0,23.2,1.7,,,,0,,,,,,,,,,,8.6
2021,안심도서관 주차장,교통관련시설지역,대지(2지역),2지역,4032,표토,0,12.3,2.63,0.02,13.7,0,53.3,5,,,,0,,,,,,,,,,,6.8
2021,태영에너지㈜,노후·방치 주유소 지역,주유소용지,3지역,915,표토,0.32,30.7,8.21,0.04,41.8,0,222.6,18.7,,,,0,,,,,,,,,,,8.6
2021,㈜대한송유관공사 영남지사,노후·방치 주유소 지역,주유소용지,3지역,14376,표토,0,9.5,0,0,46.8,0,113.4,6.3,,,,0,,,,,,,,,,,6.8
2021,협성휴포레이시아폴리스아파트,산업단지 주변 등의 주거지역,대지(1지역),1지역,22963,표토,0,10.2,0,0,10,0,56.8,5.8,,,,0,,,,,,,,,,,8
2021,각산푸르지오2단지아파트,산업단지 주변 등의 주거지역,대지(1지역),1지역,28951,표토,0,12.7,3.93,0.01,17.3,0,59.7,9.9,,,,0,,,,,,,,,,,6.9
2021,샛터근린공원,어린이 놀이시설지역,공원용지,[어린이놀이시설(실외설치)] 1지역,14960,표토,0,12.3,5.61,0.03,18.6,0,66.6,8.4,,,,0,,,,,,,,,,,6.5
2021,믿음어린이공원,어린이 놀이시설지역,공원용지,[어린이놀이시설(실외설치)] 1지역,2079,표토,0,7.3,0,0,7.6,0,35.4,6,,,,0,,,,,,,,,,,8.7
2021,새론공원,어린이 놀이시설지역,공원용지,[어린이놀이시설(실외설치)] 1지역,14869,표토,0,16.2,7.02,0.03,18.9,0,89.9,10.8,,,,0,,,,,,,,,,,6.5
2021,동내향수공원,어린이 놀이시설지역,공원용지,[어린이놀이시설(실외설치)] 1지역,38720,표토,0,6,3.28,0,10,0,35.3,6.4,,,,0,,,,,,,,,,,6.2
2021,위남공원,어린이 놀이시설지역,공원용지,[어린이놀이시설(실외설치)] 1지역,10801,표토,0,18.4,5.69,0.03,20.8,0,61.7,11.2,,,,0,,,,,,,,,,,7.9
2021,(주)홍창,산업단지 및 공장지역,공장용지,3지역,4923,표토,0.36,41.1,6.44,0.23,53.6,2,316.9,19.2,,,,0,,0,0,0,0,,0,0,0,0,8.1
2021,(주)부광에프디,산업단지 및 공장지역,공장용지,3지역,6310,표토,0.26,29.8,0,0.02,16.5,0,96.2,10.7,,,,0,,0,0,0,0,,0,0,0,0,6.4
2021,대한방직(주),산업단지 및 공장지역,공장용지,3지역,25214,표토,0,13.5,5.07,0.02,23.3,0,51.7,8.8,,,,0,,0,0,0,0,,0,0,0,0,4.9
2021,달서천하수처리장,공장폐수 유입지역,잡종지(3지역),3지역,25637,표토,0.18,46.7,0,1.79,25.3,0,204.7,31.7,,,,0,,,,,,,,,,,6
2021,대구염색산업단지 제1처리장,공장폐수 유입지역,잡종지(3지역),3지역,13389,표토,0,53.4,4.93,0.08,31.3,0,158,19.3,,,,0,,,,,,,,,,,7.8
2021,(주)서대구에너지,폐기물 처리 및 재활용 관련 지역,공장용지,3지역,4205,표토,1.11,7,0,0.02,34.2,0,113.3,4.7,,,,0,,0,0,0,0,,0,0,0,0,7.5
2021,(주)고신테크,폐기물 처리 및 재활용 관련 지역,공장용지,3지역,4519,표토,0.47,1237.3,5.08,0.05,129.9,2.1,203,19.7,,,,0,,0,0,0,0,,0,0,0.015,0,7.7
2021,경상관광,교통관련시설지역,주차장,3지역,1855,표토,0.41,26.5,19.42,0.05,24,0,113.6,20.1,,,,0,,,,,,,,,,,7.3
2021,서구어린이도서관,산업단지 주변 등의 주거지역,대지(2지역),2지역,700,표토,0,15.1,0,0,10.5,0,60.9,9.6,,,,0,,,,,,,,,,,7.4
2021,서구국민체육센터,산업단지 주변 등의 주거지역,체육용지,2지역,6687,표토,0,11.9,0,0,2.8,0,41.6,12.3,,,,0,,,,,,,,,,,6.7
2021,중리공원,어린이 놀이시설지역,공원용지,[어린이놀이시설(실외설치)] 1지역,4895,표토,0,12.9,0,0,6.9,0,43.4,6.9,,,,0,,,,,,,,,,,7.7
2021,평사공원,어린이 놀이시설지역,공원용지,[어린이놀이시설(실외설치)] 1지역,1657,표토,0,8.6,3.53,0,9.8,0,49.2,7.3,,,,0,,,,,,,,,,,7
2021,비산공원,어린이 놀이시설지역,공원용지,[어린이놀이시설(실외설치)] 1지역,1811,표토,0,23.8,3.17,0.06,28.6,0,73.2,8.2,,,,0,,,,,,,,,,,8.3
2021,제일공원,어린이 놀이시설지역,공원용지,[어린이놀이시설(실외설치)] 1지역,1989,표토,0,7.9,0,0,4.9,0,42.2,3.2,,,,0,,,,,,,,,,,7.4
2021,서대구역 화성파크드림 신축공사,토지개발지역,대지(1지역),1지역,150,표토,0,32.5,0,0.08,5.3,0,39.2,32.9,,,,0,,,,,,,,,,,8.6
2021,앵두마을공원,어린이 놀이시설지역,공원용지,1지역,1161,표토,0,8.2,0,0,8.9,0,46,4.1,,,,0,,,,,,,,,,,7.6
2021,명동공원,어린이 놀이시설지역,공원용지,1지역,1752,표토,0,17.8,5.24,0.02,19.8,0,67.7,6.7,,,,0,,,,,,,,,,,7
2021,대명소공원,어린이 놀이시설지역,공원용지,1지역,802,표토,0,10.8,2.03,0.02,15.6,0,47.9,5.2,,,,0,,,,,,,,,,,7.1
2021,3차순환도로인근,토지개발지역,잡종지(3지역),3지역,155,표토,0,18.6,0,0,2.6,0,43.6,8.8,,,,0,,,,,,,,,,,6.7
2021,대구교육시설지원센터,산업단지 및 공장지역,학교용지,1지역,16862,표토,0,15.4,1.5,0.01,19.7,0,80.9,11.5,,,,0,,,,,,,,,,,7.6
2021,한국로봇산업진흥원,산업단지 및 공장지역,대지(2지역),2지역,6600,표토,0,5.8,0,0,8.9,0,58.7,5.3,,,,0,,,,,,,,,,,6.6
2021,북구구민운동장,산업단지 및 공장지역,잡종지(3지역),3지역,21782,표토,0,9.7,4.45,0.02,14.9,0,53.9,7.9,,,,0,,,,,,,,,,,7.6
2021,㈜홈센타,산업단지 및 공장지역,공장용지,3지역,6746,표토,0.89,24.1,108.24,0.02,21.6,0,100.7,9.3,,,,0,,0,0,0,0,,0,0,0,0,8.4
2021,코오롱패션머리티얼㈜대구공장,산업단지 및 공장지역,공장용지,3지역,32341,표토,0.14,50.2,10.7,0.06,39.9,6.4,121.1,17.9,,,,0,,0,0,0,0,,0,0,0.01,0,8.4
2021,환경시설공단 신천사업소,공장폐수 유입지역,잡종지(3지역),3지역,264930,표토,0,10.8,2.31,0.01,13.1,0,42.2,6.2,,,,0,,,,,,,,,,,6.6
2021,㈜해동자원 북구사업소,원광석·고철 등의 보관·사용지역,잡종지(3지역),3지역,15902,표토,0,29.5,4.41,0.07,25.7,0,96.7,11.5,,,,0,,,,,,,,,,,7.3
2021,함지공원,지하수 오염지역,공원용지,1지역,44270,표토,0,12.6,0,0,2.7,0,47.6,3.2,,,,0,,,,,,,,,,,7
2021,운암지공원,지하수 오염지역,잡종지(3지역),3지역,536,표토,0,15.8,0,0,5.5,0,19.9,1.8,,,,0,,,,,,,,,,,8.2
2021,구암근린공원,지하수 오염지역,공원용지,1지역,25700,표토,0,6.3,2.2,0,13.9,0,39.9,8.7,,,,0,,,,,,,,,,,6.6
2021,동양자동차학원,교통관련시설지역,잡종지(3지역),3지역,9851,표토,0,13.1,5.85,0.02,19.7,0,66.4,12.6,,,,0,,,,,,,,,,,7.5
2021,대구우편집중국,교통관련시설지역,대지(2지역),2지역,28053,표토,0,25.6,0,0,12,0,52.3,2.8,,,,0,,,,,,,,,,,8.2
2021,무궁화공원,산업단지 주변 등의 주거지역,공원용지,1지역,1325,표토,0,19.4,1.95,0.02,14.9,0,50.7,10.4,,,,0,,,,,,,,,,,7.3
2021,팔달공원,산업단지 주변 등의 주거지역,공원용지,1지역,2018,표토,0,28.5,3.58,0.03,19.3,0,80,9.7,,,,0,,,,,,,,,,,7.3
2021,침산초등학교,어린이 놀이시설지역,학교용지,1지역,19386,표토,0,12.8,4.49,0.02,15.7,0,53.3,6.9,,,,0,,,,,,,,,,,7.5
2021,침산공원 운동장,어린이 놀이시설지역,전,1지역,807,표토,0,4.8,0,0,11.1,0,48.7,5.5,,,,0,,,,,,,,,,,7.5
2021,문성초등학교,어린이 놀이시설지역,학교용지,1지역,8624,표토,0,15.1,4.27,0.01,23.2,0,52.6,9.5,,,,0,,,,,,,,,,,7.2
2021,옥산초등학교,어린이 놀이시설지역,학교용지,1지역,16659,표토,0,7.5,0,0.01,14.2,0,56.3,4.5,,,,0,,,,,,,,,,,7.1
2021,(주)대왕레미콘,공장폐수 유입지역,공장용지,3지역,3283,표토,0,5.8,2.49,0.01,15.3,0,50.4,5.2,,,,0,,0,0,0,0,,0,0,0,0,6.4
2021,(주)삼우,공장폐수 유입지역,공장용지,3지역,3848,표토,0.35,15.8,0,0,18.4,0,74.5,6.9,,,,0,,0,0,0,0,,0,0,0,0,9.3
2021,버스차고지(신매동),교통관련시설지역,도로,3지역,3601,표토,0.15,9.9,3.48,0,15.3,0,66.7,8.2,,,,0,,,,,,,,,,,7.4
2021,고모역,철도관련 시설 및 철도 폐침목 사용지역,철도용지,3지역,1187,표토,0,5.9,0,0,9.7,0,81.8,2.4,,,,0,,,,,,,,,0.013,,7.1
2021,가천역,철도관련 시설 및 철도 폐침목 사용지역,철도용지,3지역,29420,표토,0,11.9,0,0,6.4,0,65,4.3,,,,0,,,,,,,,,0,,6.2
2021,청소년어린이공원,어린이 놀이시설지역,공원용지,[어린이놀이시설(실외설치)] 1지역,2648,표토,0,10.9,0,0.01,11.8,0,53.8,4.8,,,,0,,,,,,,,,,,7
2021,샛터어린이공원,어린이 놀이시설지역,공원용지,[어린이놀이시설(실외설치)] 1지역,2633,표토,0,8.6,6.84,0.01,20.4,0,37.8,9.5,,,,0,,,,,,,,,,,7.6
2021,호돌이공원,어린이 놀이시설지역,공원용지,[어린이놀이시설(실외설치)] 1지역,1237,표토,0.12,24.5,8.57,0.06,24.2,0,76.3,8.9,,,,0,,,,,,,,,,,8.4
2021,무학어린이공원,어린이 놀이시설지역,공원용지,[어린이놀이시설(실외설치)] 1지역,1526,표토,0,4.6,1.73,0,10.8,0,47.3,3.7,,,,0,,,,,,,,,,,7.7
2021,샛별공원,어린이 놀이시설지역,공원용지,[어린이놀이시설(실외설치)] 1지역,993,표토,0,6.1,0,0,6.6,0,49.2,6.1,,,,0,,,,,,,,,,,7.7
2021,호림공원,산업단지 및 공장지역,공원용지,1지역,12135.1,표토,0,0,0,0,8.8,0,41,3.3,,,,0,,,,,,,,,,,5.8
2021,호산공원,산업단지 및 공장지역,공원용지,1지역,24195.3,표토,0,9.2,5.52,0.02,18.7,0,61.1,9.7,,,,0,,,,,,,,,,,6.6
2021,강창근린공원,산업단지 및 공장지역,공원용지,1지역,19345.4,표토,0,5.2,9.62,0.03,17.5,0,30.9,5.9,,,,0,,,,,,,,,,,6.5
2021,상호림공원,산업단지 및 공장지역,공원용지,1지역,13888.8,표토,0,11.8,0,0,5.7,0,34.2,14.8,,,,0,,,,,,,,,,,6.9
2021,한국지역난방공사 대구지사,산업단지 및 공장지역,잡종지(3지역),3지역,76365.4,표토,0,11.6,5.49,0.02,18.6,0,59.1,11.7,,,,0,,,,,,,,,,,7.1
2021,대구환경공단 서부사업소,산업단지 및 공장지역,잡종지(3지역),3지역,64193,표토,0,16.4,5.96,0.41,16.8,0,69.7,9.3,,,,0,,,,,,,,,,,7.1
2021,대구성서산업단지관리공단 환경사업소,공장폐수 유입지역,공장용지,3지역,80384.2,표토,0,11.5,4.65,0.01,17.7,0,64.9,11.7,,,,0,,0,0,0,0,,0,0,0,0,6.8
2021,㈜평화발레오 제2공장,공장폐수 유입지역,공장용지,3지역,3594.3,표토,0,9.8,0,0,6.9,0,52.3,8.2,,,,0,,0,0,0,0,,0,0,0,0,6.5
2021,(주)금복주,공장폐수 유입지역,공장용지,3지역,59542,표토,0.21,28.5,13.12,0.02,31.9,0,108.3,20,,,,0,,0,0,0,0,,0,0,0.008,0,7.3
2021,대구환경공단 성서사업소,공장폐수 유입지역,공장용지,3지역,27650,표토,0.13,17.5,3.46,0.02,25,0,83.6,13.4,,,,0,,0,0,0,0,,0,0,0,0,6.8
2021,대구수목원,폐기물 처리 및 재활용 관련 지역,잡종지(3지역),3지역,26725,표토,0,12.2,2.34,0.08,13.3,0,48.2,6.3,,,,0,,,,,,,,,,,6.9
2021,월광수변공원 공영 주차장,교통관련시설지역,주차장,3지역,5762,표토,0,17.6,0,0,8.4,0,54.2,7.1,,,,0,,,,,,,,,,,7
2021,용산역환승주차장,교통관련시설지역,주차장,3지역,6255,표토,0,5.7,0,0,8.3,0,40.4,2.7,,,,0,,,,,,,,,,,6.3
2021,성서삼성명가타운,산업단지 주변 등의 주거지역,대지(1지역),1지역,93124.3,표토,0,13.8,0,0,3.5,0,46.7,7.8,,,,0,,,,,,,,,,,6.5
2021,이곡장미공원,산업단지 주변 등의 주거지역,공원용지,1지역,14178.3,표토,0.17,13.8,14.57,0.02,22.2,0,60.6,16.1,,,,0,,,,,,,,,,,7.6
2021,갈뫼어린이공원,산업단지 주변 등의 주거지역,공원용지,1지역,1682.2,표토,0,1.9,0,0,9.2,0,18.1,2.9,,,,0,,,,,,,,,,,7
2021,사령봉어린이공원,산업단지 주변 등의 주거지역,공원용지,1지역,1500.1,표토,0,9.1,2.62,0.01,13.9,0,34.7,4.5,,,,0,,,,,,,,,,,6.9
2021,채정어린이공원,어린이 놀이시설지역,공원용지,1지역,1633.5,표토,0,7.7,0,0,9.5,0,45.1,5.8,,,,0,,,,,,,,,,,7.4
2021,용산미로어린이공원,어린이 놀이시설지역,공원용지,1지역,2443.7,표토,0.17,8.2,2.96,0.02,28.2,0,98.5,5.8,,,,0,,,,,,,,,,,7.1
2021,별모람어린이공원,어린이 놀이시설지역,공원용지,1지역,3262.4,표토,0,9.8,4.13,0.04,19.5,0,62.8,6.3,,,,0,,,,,,,,,,,6.3
2021,옥포농공단지 폐수처리장,공장폐수 유입지역,잡종지(3지역),3지역,1987,표토,0,3.7,0,0,5.9,0,26.9,4.9,,,,0,,,,,,,,,,,8.9
2021,달성1차산업단지 폐수처리장,공장폐수 유입지역,잡종지(3지역),3지역,44635,표토,0,6.4,0,0,29.5,0,78.5,4.1,,,,0,,,,,,,,,,,7.4
2021,달성2차산업단지 폐수처리장,공장폐수 유입지역,잡종지(3지역),3지역,12925,표토,0,14.2,8.41,0.03,17.1,0,51.6,15.8,,,,0,,,,,,,,,,,6.7
2021,현풍하수처리장,공장폐수 유입지역,잡종지(3지역),3지역,37625,표토,0.11,18.2,0,0.16,13.3,0,73.1,8.6,,,,0,,,,,,,,,,,6.6
2021,대구국가산단폐수처리장,공장폐수 유입지역,답,1지역,4002,표토,0,13.1,6.31,0.01,15.9,0,58.9,15.2,,,,0,,,,,,,,,,,7.3
2021,농업기술센터 주차장,교통관련시설지역,대지(2지역),2지역,11283,표토,0,9.7,2.96,0,14.4,0,42.7,8,,,,0,,,,,,,,,,,6.8
